v,s,insum,serr,vmod,smod,gaussian fit params,,
,,,,-374.9799,0.03359,,,
,,,,-373.9799,0.03376,,,
,,,,-372.9799,0.03393,,,
,,,,-371.9799,0.0341,,,
,,,,-370.9799,0.03427,,,
,,,,-369.9799,0.03444,,,
,,,,-368.9799,0.03462,,,
,,,,-367.9799,0.03479,,,
,,,,-366.9799,0.03496,,,
,,,,-365.9799,0.03513,,,
,,,,-364.9799,0.0353,,,
,,,,-363.9799,0.03547,,,
,,,,-362.9799,0.03565,,,
,,,,-361.9799,0.03582,,,
,,,,-360.9799,0.03599,,,
,,,,-359.9799,0.03616,,,
,,,,-358.9799,0.03633,,,
,,,,-357.9799,0.03651,,,
,,,,-356.9799,0.03668,,,
,,,,-355.9799,0.03685,,,
,,,,-354.9799,0.03703,,,
,,,,-353.9799,0.0372,,,
,,,,-352.9799,0.03737,,,
,,,,-351.9799,0.03754,,,
,,,,-350.9799,0.03772,,,
,,,,-349.9799,0.03789,,,
,,,,-348.9799,0.03806,,,
,,,,-347.9799,0.03824,,,
,,,,-346.9799,0.03841,,,
,,,,-345.9799,0.03858,,,
,,,,-344.9799,0.03875,,,
,,,,-343.9799,0.03893,,,
,,,,-342.9799,0.0391,,,
,,,,-341.9799,0.03927,,,
,,,,-340.9799,0.03945,,,
,,,,-339.9799,0.03962,,,
,,,,-338.9799,0.03979,,,
,,,,-337.9799,0.03996,,,
,,,,-336.9799,0.04014,,,
,,,,-335.9799,0.04031,,,
,,,,-334.9799,0.04048,,,
,,,,-333.9799,0.04065,,,
,,,,-332.9799,0.04083,,,
,,,,-331.9799,0.041,,,
,,,,-330.9799,0.04117,,,
,,,,-329.9799,0.04134,,,
,,,,-328.9799,0.04151,,,
,,,,-327.9799,0.04168,,,
,,,,-326.9799,0.04186,,,
,,,,-325.9799,0.04203,,,
,,,,-324.9799,0.0422,,,
,,,,-323.9799,0.04237,,,
,,,,-322.9799,0.04254,,,
,,,,-321.9799,0.04271,,,
,,,,-320.9799,0.04288,,,
,,,,-319.9799,0.04305,,,
,,,,-318.9799,0.04322,,,
,,,,-317.9799,0.04339,,,
,,,,-316.9799,0.04356,,,
,,,,-315.9799,0.04373,,,
,,,,-314.9799,0.0439,,,
,,,,-313.9799,0.04407,,,
,,,,-312.9799,0.04424,,,
,,,,-311.9799,0.04441,,,
,,,,-310.9799,0.04457,,,
,,,,-309.9799,0.04474,,,
,,,,-308.9799,0.04491,,,
,,,,-307.9799,0.04508,,,
,,,,-306.9799,0.04524,,,
,,,,-305.9799,0.04541,,,
,,,,-304.9799,0.04558,,,
,,,,-303.9799,0.04574,,,
,,,,-302.9799,0.04591,,,
,,,,-301.9799,0.04607,,,
,,,,-300.9799,0.04624,,,
,,,,-299.9799,0.0464,,,
,,,,-298.9799,0.04657,,,
,,,,-297.9799,0.04673,,,
,,,,-296.9799,0.04689,,,
,,,,-295.9799,0.04706,,,
,,,,-294.9799,0.04722,,,
,,,,-293.9799,0.04738,,,
,,,,-292.9799,0.04754,,,
,,,,-291.9799,0.04771,,,
,,,,-290.9799,0.04787,,,
,,,,-289.9799,0.04803,,,
,,,,-288.9799,0.04819,,,
,,,,-287.9799,0.04835,,,
,,,,-286.9799,0.04851,,,
,,,,-285.9799,0.04867,,,
,,,,-284.9799,0.04882,,,
,,,,-283.9799,0.04898,,,
,,,,-282.9799,0.04914,,,
,,,,-281.9799,0.0493,,,
,,,,-280.9799,0.04945,,,
,,,,-279.9799,0.04961,,,
,,,,-278.9799,0.04976,,,
,,,,-277.9799,0.04992,,,
,,,,-276.9799,0.05007,,,
,,,,-275.9799,0.05023,,,
,,,,-274.9799,0.05038,,,
,,,,-273.9799,0.05053,,,
,,,,-272.9799,0.05068,,,
,,,,-271.9799,0.05084,,,
,,,,-270.9799,0.05099,,,
,,,,-269.9799,0.05114,,,
,,,,-268.9799,0.05129,,,
,,,,-267.9799,0.05144,,,
,,,,-266.9799,0.05158,,,
,,,,-265.9799,0.05173,,,
,,,,-264.9799,0.05188,,,
,,,,-263.9799,0.05203,,,
,,,,-262.9799,0.05217,,,
,,,,-261.9799,0.05232,,,
,,,,-260.9799,0.05246,,,
,,,,-259.9799,0.05261,,,
,,,,-258.9799,0.05275,,,
,,,,-257.9799,0.05289,,,
,,,,-256.9799,0.05303,,,
,,,,-255.9799,0.05317,,,
,,,,-254.9799,0.05331,,,
,,,,-253.9799,0.05345,,,
,,,,-252.9799,0.05359,,,
,,,,-251.9799,0.05373,,,
,,,,-250.9799,0.05387,,,
,,,,-249.9799,0.05401,,,
,,,,-248.9799,0.05414,,,
,,,,-247.9799,0.05428,,,
,,,,-246.9799,0.05441,,,
,,,,-245.9799,0.05455,,,
,,,,-244.9799,0.05468,,,
,,,,-243.9799,0.05481,,,
,,,,-242.9799,0.05494,,,
,,,,-241.9799,0.05507,,,
,,,,-240.9799,0.0552,,,
,,,,-239.9799,0.05533,,,
,,,,-238.9799,0.05546,,,
,,,,-237.9799,0.05559,,,
,,,,-236.9799,0.05571,,,
,,,,-235.9799,0.05584,,,
,,,,-234.9799,0.05596,,,
,,,,-233.9799,0.05609,,,
,,,,-232.9799,0.05621,,,
,,,,-231.9799,0.05633,,,
,,,,-230.9799,0.05645,,,
,,,,-229.9799,0.05657,,,
,,,,-228.9799,0.05669,,,
,,,,-227.9799,0.05681,,,
,,,,-226.9799,0.05693,,,
,,,,-225.9799,0.05704,,,
,,,,-224.9799,0.05716,,,
,,,,-223.9799,0.05727,,,
,,,,-222.9799,0.05739,,,
,,,,-221.9799,0.0575,,,
,,,,-220.9799,0.05761,,,
,,,,-219.9799,0.05772,,,
,,,,-218.9799,0.05783,,,
,,,,-217.9799,0.05794,,,
,,,,-216.9799,0.05805,,,
,,,,-215.9799,0.05816,,,
,,,,-214.9799,0.05826,,,
,,,,-213.9799,0.05837,,,
,,,,-212.9799,0.05847,,,
,,,,-211.9799,0.05858,,,
,,,,-210.9799,0.05868,,,
,,,,-209.9799,0.05878,,,
,,,,-208.9799,0.05888,,,
,,,,-207.9799,0.05898,,,
,,,,-206.9799,0.05908,,,
,,,,-205.9799,0.05917,,,
,,,,-204.9799,0.05927,,,
,,,,-203.9799,0.05936,,,
,,,,-202.9799,0.05946,,,
,,,,-201.9799,0.05955,,,
,,,,-200.9799,0.05964,,,
,,,,-199.9799,0.05973,,,
,,,,-198.9799,0.05982,,,
,,,,-197.9799,0.05991,,,
,,,,-196.9799,0.06,,,
,,,,-195.9799,0.06008,,,
,,,,-194.9799,0.06017,,,
,,,,-193.9799,0.06025,,,
,,,,-192.9799,0.06034,,,
,,,,-191.9799,0.06042,,,
,,,,-190.9799,0.0605,,,
,,,,-189.9799,0.06058,,,
,,,,-188.9799,0.06066,,,
,,,,-187.9799,0.06073,,,
,,,,-186.9799,0.06081,,,
,,,,-185.9799,0.06088,,,
,,,,-184.9799,0.06096,,,
,,,,-183.9799,0.06103,,,
,,,,-182.9799,0.0611,,,
,,,,-181.9799,0.06117,,,
,,,,-180.9799,0.06124,,,
,,,,-179.9799,0.06131,,,
,,,,-178.9799,0.06138,,,
,,,,-177.9799,0.06144,,,
,,,,-176.9799,0.06151,,,
,,,,-175.9799,0.06157,,,
,,,,-174.9799,0.06163,,,
,,,,-173.9799,0.06169,,,
,,,,-172.9799,0.06175,,,
,,,,-171.9799,0.06181,,,
,,,,-170.9799,0.06187,,,
,,,,-169.9799,0.06192,,,
,,,,-168.9799,0.06198,,,
,,,,-167.9799,0.06203,,,
,,,,-166.9799,0.06208,,,
,,,,-165.9799,0.06214,,,
,,,,-164.9799,0.06219,,,
,,,,-163.9799,0.06223,,,
,,,,-162.9799,0.06228,,,
,,,,-161.9799,0.06233,,,
,,,,-160.9799,0.06237,,,
,,,,-159.9799,0.06242,,,
,,,,-158.9799,0.06246,,,
,,,,-157.9799,0.0625,,,
,,,,-156.9799,0.06254,,,
,,,,-155.9799,0.06258,,,
,,,,-154.9799,0.06262,,,
,,,,-153.9799,0.06265,,,
,,,,-152.9799,0.06269,,,
,,,,-151.9799,0.06272,,,
,,,,-150.9799,0.06275,,,
,,,,-149.9799,0.06279,,,
,,,,-148.9799,0.06282,,,
,,,,-147.9799,0.06284,,,
,,,,-146.9799,0.06287,,,
,,,,-145.9799,0.0629,,,
,,,,-144.9799,0.06292,,,
,,,,-143.9799,0.06295,,,
,,,,-142.9799,0.06297,,,
,,,,-141.9799,0.06299,,,
,,,,-140.9799,0.06301,,,
,,,,-139.9799,0.06303,,,
,,,,-138.9799,0.06305,,,
,,,,-137.9799,0.06306,,,
,,,,-136.9799,0.06308,,,
,,,,-135.9799,0.06309,,,
,,,,-134.9799,0.0631,,,
,,,,-133.9799,0.06311,,,
,,,,-132.9799,0.06312,,,
,,,,-131.9799,0.06313,,,
,,,,-130.9799,0.06314,,,
,,,,-129.9799,0.06314,,,
,,,,-128.9799,0.06315,,,
,,,,-127.9799,0.06315,,,
,,,,-126.9799,0.06315,,,
,,,,-125.9799,0.06315,,,
,,,,-124.9799,0.06315,,,
,,,,-123.9799,0.06315,,,
,,,,-122.9799,0.06315,,,
,,,,-121.9799,0.06314,,,
,,,,-120.9799,0.06314,,,
,,,,-119.9799,0.06313,,,
,,,,-118.9799,0.06312,,,
,,,,-117.9799,0.06311,,,
,,,,-116.9799,0.0631,,,
,,,,-115.9799,0.06309,,,
,,,,-114.9799,0.06307,,,
,,,,-113.9799,0.06306,,,
,,,,-112.9799,0.06304,,,
,,,,-111.9799,0.06303,,,
,,,,-110.9799,0.06301,,,
,,,,-109.9799,0.06299,,,
,,,,-108.9799,0.06297,,,
,,,,-107.9799,0.06294,,,
,,,,-106.9799,0.06292,,,
,,,,-105.9799,0.06289,,,
,,,,-104.9799,0.06287,,,
,,,,-103.9799,0.06284,,,
,,,,-102.9799,0.06281,,,
,,,,-101.9799,0.06278,,,
,,,,-100.9799,0.06275,,,
,,,,-99.9799,0.06272,,,
,,,,-98.9799,0.06268,,,
,,,,-97.9799,0.06265,,,
,,,,-96.9799,0.06261,,,
,,,,-95.9799,0.06257,,,
,,,,-94.9799,0.06253,,,
,,,,-93.9799,0.06249,,,
,,,,-92.9799,0.06245,,,
,,,,-91.9799,0.06241,,,
,,,,-90.9799,0.06237,,,
,,,,-89.9799,0.06232,,,
,,,,-88.9799,0.06227,,,
,,,,-87.9799,0.06223,,,
,,,,-86.9799,0.06218,,,
,,,,-85.9799,0.06213,,,
,,,,-84.9799,0.06208,,,
,,,,-83.9799,0.06202,,,
,,,,-82.9799,0.06197,,,
,,,,-81.9799,0.06192,,,
,,,,-80.9799,0.06186,,,
,,,,-79.9799,0.0618,,,
,,,,-78.9799,0.06174,,,
,,,,-77.9799,0.06168,,,
,,,,-76.9799,0.06162,,,
,,,,-75.9799,0.06156,,,
,,,,-74.9799,0.0615,,,
,,,,-73.9799,0.06143,,,
,,,,-72.9799,0.06137,,,
,,,,-71.9799,0.0613,,,
,,,,-70.9799,0.06123,,,
,,,,-69.9799,0.06116,,,
,,,,-68.9799,0.06109,,,
,,,,-67.9799,0.06102,,,
,,,,-66.9799,0.06095,,,
,,,,-65.9799,0.06087,,,
,,,,-64.9799,0.0608,,,
,,,,-63.9799,0.06072,,,
,,,,-62.9799,0.06064,,,
,,,,-61.9799,0.06057,,,
,,,,-60.9799,0.06049,,,
,,,,-59.9799,0.0604,,,
,,,,-58.9799,0.06032,,,
,,,,-57.9799,0.06024,,,
,,,,-56.9799,0.06016,,,
,,,,-55.9799,0.06007,,,
,,,,-54.9799,0.05998,,,
,,,,-53.9799,0.0599,,,
,,,,-52.9799,0.05981,,,
,,,,-51.9799,0.05972,,,
,,,,-50.9799,0.05963,,,
,,,,-49.9799,0.05954,,,
,,,,-48.9799,0.05944,,,
,,,,-47.9799,0.05935,,,
,,,,-46.9799,0.05925,,,
,,,,-45.9799,0.05916,,,
,,,,-44.9799,0.05906,,,
,,,,-43.9799,0.05896,,,
,,,,-42.9799,0.05886,,,
,,,,-41.9799,0.05876,,,
,,,,-40.9799,0.05866,,,
,,,,-39.9799,0.05856,,,
,,,,-38.9799,0.05846,,,
,,,,-37.9799,0.05835,,,
,,,,-36.9799,0.05825,,,
,,,,-35.9799,0.05814,,,
,,,,-34.9799,0.05803,,,
,,,,-33.9799,0.05793,,,
,,,,-32.9799,0.05782,,,
,,,,-31.9799,0.05771,,,
,,,,-30.9799,0.0576,,,
,,,,-29.9799,0.05748,,,
,,,,-28.9799,0.05737,,,
,,,,-27.9799,0.05726,,,
,,,,-26.9799,0.05714,,,
,,,,-25.9799,0.05703,,,
,,,,-24.9799,0.05691,,,
,,,,-23.9799,0.05679,,,
,,,,-22.9799,0.05667,,,
,,,,-21.9799,0.05655,,,
,,,,-20.9799,0.05643,,,
,,,,-19.9799,0.05631,,,
,,,,-18.9799,0.05619,,,
,,,,-17.9799,0.05607,,,
,,,,-16.9799,0.05594,,,
,,,,-15.9799,0.05582,,,
,,,,-14.9799,0.05569,,,
,,,,-13.9799,0.05557,,,
,,,,-12.9799,0.05544,,,
,,,,-11.9799,0.05531,,,
,,,,-10.9799,0.05518,,,
,,,,-9.9799,0.05505,,,
,,,,-8.9799,0.05492,,,
,,,,-7.9799,0.05479,,,
,,,,-6.9799,0.05466,,,
,,,,-5.9799,0.05452,,,
,,,,-4.9799,0.05439,,,
,,,,-3.9799,0.05426,,,
,,,,-2.9799,0.05412,,,
,,,,-1.9799,0.05398,,,
,,,,-0.9799,0.05385,,,
,,,,0.0201,0.05371,,,
,,,,1.0201,0.05357,,,
,,,,2.0201,0.05343,,,
,,,,3.0201,0.05329,,,
,,,,4.0201,0.05315,,,
,,,,5.0201,0.05301,,,
,,,,6.0201,0.05287,,,
,,,,7.0201,0.05273,,,
,,,,8.0201,0.05258,,,
,,,,9.0201,0.05244,,,
,,,,10.0201,0.05229,,,
,,,,11.0201,0.05215,,,
,,,,12.0201,0.052,,,
,,,,13.0201,0.05186,,,
,,,,14.0201,0.05171,,,
,,,,15.0201,0.05156,,,
,,,,16.0201,0.05141,,,
,,,,17.0201,0.05126,,,
,,,,18.0201,0.05111,,,
,,,,19.0201,0.05096,,,
,,,,20.0201,0.05081,,,
,,,,21.0201,0.05066,,,
,,,,22.0201,0.05051,,,
,,,,23.0201,0.05036,,,
,,,,24.0201,0.0502,,,
,,,,25.0201,0.05005,,,
,,,,26.0201,0.04989,,,
,,,,27.0201,0.04974,,,
,,,,28.0201,0.04958,,,
,,,,29.0201,0.04943,,,
,,,,30.0201,0.04927,,,
,,,,31.0201,0.04911,,,
,,,,32.0201,0.04896,,,
,,,,33.0201,0.0488,,,
,,,,34.0201,0.04864,,,
,,,,35.0201,0.04848,,,
,,,,36.0201,0.04832,,,
,,,,37.0201,0.04816,,,
,,,,38.0201,0.048,,,
,,,,39.0201,0.04784,,,
,,,,40.0201,0.04768,,,
,,,,41.0201,0.04752,,,
,,,,42.0201,0.04736,,,
,,,,43.0201,0.04719,,,
,,,,44.0201,0.04703,,,
,,,,45.0201,0.04687,,,
,,,,46.0201,0.0467,,,
,,,,47.0201,0.04654,,,
,,,,48.0201,0.04638,,,
,,,,49.0201,0.04621,,,
,,,,50.0201,0.04605,,,
,,,,51.0201,0.04588,,,
,,,,52.0201,0.04572,,,
,,,,53.0201,0.04555,,,
,,,,54.0201,0.04538,,,
,,,,55.0201,0.04522,,,
,,,,56.0201,0.04505,,,
,,,,57.0201,0.04488,,,
,,,,58.0201,0.04471,,,
,,,,59.0201,0.04455,,,
,,,,60.0201,0.04438,,,
,,,,61.0201,0.04421,,,
,,,,62.0201,0.04404,,,
,,,,63.0201,0.04387,,,
,,,,64.0201,0.0437,,,
,,,,65.0201,0.04353,,,
,,,,66.0201,0.04336,,,
,,,,67.0201,0.04319,,,
,,,,68.0201,0.04302,,,
,,,,69.0201,0.04285,,,
,,,,70.0201,0.04268,,,
,,,,71.0201,0.04251,,,
,,,,72.0201,0.04234,,,
,,,,73.0201,0.04217,,,
,,,,74.0201,0.042,,,
,,,,75.0201,0.04183,,,
,,,,76.0201,0.04166,,,
,,,,77.0201,0.04149,,,
,,,,78.0201,0.04131,,,
,,,,79.0201,0.04114,,,
,,,,80.0201,0.04097,,,
,,,,81.0201,0.0408,,,
,,,,82.0201,0.04063,,,
,,,,83.0201,0.04045,,,
,,,,84.0201,0.04028,,,
,,,,85.0201,0.04011,,,
,,,,86.0201,0.03994,,,
,,,,87.0201,0.03976,,,
,,,,88.0201,0.03959,,,
,,,,89.0201,0.03942,,,
,,,,90.0201,0.03925,,,
,,,,91.0201,0.03907,,,
,,,,92.0201,0.0389,,,
,,,,93.0201,0.03873,,,
,,,,94.0201,0.03855,,,
,,,,95.0201,0.03838,,,
,,,,96.0201,0.03821,,,
,,,,97.0201,0.03803,,,
,,,,98.0201,0.03786,,,
,,,,99.0201,0.03769,,,
,,,,100.0201,0.03752,,,
,,,,101.0201,0.03734,,,
,,,,102.0201,0.03717,,,
,,,,103.0201,0.037,,,
,,,,104.0201,0.03683,,,
,,,,105.0201,0.03665,,,
,,,,106.0201,0.03648,,,
,,,,107.0201,0.03631,,,
,,,,108.0201,0.03614,,,
,,,,109.0201,0.03596,,,
,,,,110.0201,0.03579,,,
,,,,111.0201,0.03562,,,
,,,,112.0201,0.03545,,,
,,,,113.0201,0.03527,,,
,,,,114.0201,0.0351,,,
,,,,115.0201,0.03493,,,
,,,,116.0201,0.03476,,,
,,,,117.0201,0.03459,,,
,,,,118.0201,0.03442,,,
,,,,119.0201,0.03425,,,
,,,,120.0201,0.03407,,,
,,,,121.0201,0.0339,,,
,,,,122.0201,0.03373,,,
,,,,123.0201,0.03356,,,
,,,,124.0201,0.03339,,,
,,,,125.0201,0.03322,,,
,,,,126.0201,0.03305,,,
,,,,127.0201,0.03288,,,
,,,,128.0201,0.03271,,,
,,,,129.0201,0.03254,,,
,,,,130.0201,0.03238,,,
,,,,131.0201,0.03221,,,
,,,,132.0201,0.03204,,,
,,,,133.0201,0.03187,,,
,,,,134.0201,0.0317,,,
,,,,135.0201,0.03153,,,
,,,,136.0201,0.03137,,,
,,,,137.0201,0.0312,,,
,,,,138.0201,0.03103,,,
,,,,139.0201,0.03086,,,
,,,,140.0201,0.0307,,,
,,,,141.0201,0.03053,,,
,,,,142.0201,0.03037,,,
,,,,143.0201,0.0302,,,
,,,,144.0201,0.03003,,,
,,,,145.0201,0.02987,,,
,,,,146.0201,0.0297,,,
,,,,147.0201,0.02954,,,
,,,,148.0201,0.02938,,,
,,,,149.0201,0.02921,,,
,,,,150.0201,0.02905,,,
,,,,151.0201,0.02888,,,
,,,,152.0201,0.02872,,,
,,,,153.0201,0.02856,,,
,,,,154.0201,0.0284,,,
,,,,155.0201,0.02823,,,
,,,,156.0201,0.02807,,,
,,,,157.0201,0.02791,,,
,,,,158.0201,0.02775,,,
,,,,159.0201,0.02759,,,
,,,,160.0201,0.02743,,,
,,,,161.0201,0.02727,,,
,,,,162.0201,0.02711,,,
,,,,163.0201,0.02695,,,
,,,,164.0201,0.02679,,,
,,,,165.0201,0.02664,,,
,,,,166.0201,0.02648,,,
,,,,167.0201,0.02632,,,
,,,,168.0201,0.02616,,,
,,,,169.0201,0.02601,,,
,,,,170.0201,0.02585,,,
,,,,171.0201,0.0257,,,
,,,,172.0201,0.02554,,,
,,,,173.0201,0.02538,,,
,,,,174.0201,0.02523,,,
,,,,175.0201,0.02508,,,
,,,,176.0201,0.02492,,,
,,,,177.0201,0.02477,,,
,,,,178.0201,0.02462,,,
,,,,179.0201,0.02446,,,
,,,,180.0201,0.02431,,,
,,,,181.0201,0.02416,,,
,,,,182.0201,0.02401,,,
,,,,183.0201,0.02386,,,
,,,,184.0201,0.02371,,,
,,,,185.0201,0.02356,,,
,,,,186.0201,0.02341,,,
,,,,187.0201,0.02326,,,
,,,,188.0201,0.02311,,,
,,,,189.0201,0.02297,,,
,,,,190.0201,0.02282,,,
,,,,191.0201,0.02267,,,
,,,,192.0201,0.02253,,,
,,,,193.0201,0.02238,,,
,,,,194.0201,0.02224,,,
,,,,195.0201,0.02209,,,
,,,,196.0201,0.02195,,,
,,,,197.0201,0.0218,,,
,,,,198.0201,0.02166,,,
,,,,199.0201,0.02152,,,
,,,,200.0201,0.02137,,,
,,,,201.0201,0.02123,,,
,,,,202.0201,0.02109,,,
,,,,203.0201,0.02095,,,
,,,,204.0201,0.02081,,,
,,,,205.0201,0.02067,,,
,,,,206.0201,0.02053,,,
,,,,207.0201,0.02039,,,
,,,,208.0201,0.02025,,,
,,,,209.0201,0.02012,,,
,,,,210.0201,0.01998,,,
,,,,211.0201,0.01984,,,
,,,,212.0201,0.01971,,,
,,,,213.0201,0.01957,,,
,,,,214.0201,0.01944,,,
,,,,215.0201,0.0193,,,
,,,,216.0201,0.01917,,,
,,,,217.0201,0.01903,,,
,,,,218.0201,0.0189,,,
,,,,219.0201,0.01877,,,
,,,,220.0201,0.01864,,,
,,,,221.0201,0.01851,,,
,,,,222.0201,0.01838,,,
,,,,223.0201,0.01825,,,
,,,,224.0201,0.01812,,,
,,,,225.0201,0.01799,,,
,,,,226.0201,0.01786,,,
,,,,227.0201,0.01773,,,
,,,,228.0201,0.0176,,,
,,,,229.0201,0.01748,,,
,,,,230.0201,0.01735,,,
,,,,231.0201,0.01723,,,
,,,,232.0201,0.0171,,,
,,,,233.0201,0.01698,,,
,,,,234.0201,0.01685,,,
,,,,235.0201,0.01673,,,
,,,,236.0201,0.01661,,,
,,,,237.0201,0.01648,,,
,,,,238.0201,0.01636,,,
,,,,239.0201,0.01624,,,
,,,,240.0201,0.01612,,,
,,,,241.0201,0.016,,,
,,,,242.0201,0.01588,,,
,,,,243.0201,0.01576,,,
,,,,244.0201,0.01564,,,
,,,,245.0201,0.01553,,,
,,,,246.0201,0.01541,,,
,,,,247.0201,0.01529,,,
,,,,248.0201,0.01518,,,
,,,,249.0201,0.01506,,,
,,,,250.0201,0.01495,,,
,,,,251.0201,0.01483,,,
,,,,252.0201,0.01472,,,
,,,,253.0201,0.01461,,,
,,,,254.0201,0.01449,,,
,,,,255.0201,0.01438,,,
,,,,256.0201,0.01427,,,
,,,,257.0201,0.01416,,,
,,,,258.0201,0.01405,,,
,,,,259.0201,0.01394,,,
,,,,260.0201,0.01383,,,
,,,,261.0201,0.01372,,,
,,,,262.0201,0.01361,,,
,,,,263.0201,0.01351,,,
,,,,264.0201,0.0134,,,
,,,,265.0201,0.01329,,,
,,,,266.0201,0.01319,,,
,,,,267.0201,0.01308,,,
,,,,268.0201,0.01298,,,
,,,,269.0201,0.01287,,,
,,,,270.0201,0.01277,,,
,,,,271.0201,0.01267,,,
,,,,272.0201,0.01257,,,
,,,,273.0201,0.01246,,,
,,,,274.0201,0.01236,,,
,,,,275.0201,0.01226,,,
,,,,276.0201,0.01216,,,
,,,,277.0201,0.01206,,,
,,,,278.0201,0.01196,,,
,,,,279.0201,0.01187,,,
,,,,280.0201,0.01177,,,
,,,,281.0201,0.01167,,,
,,,,282.0201,0.01157,,,
,,,,283.0201,0.01148,,,
,,,,284.0201,0.01138,,,
,,,,285.0201,0.01129,,,
,,,,286.0201,0.01119,,,
,,,,287.0201,0.0111,,,
,,,,288.0201,0.01101,,,
,,,,289.0201,0.01091,,,
,,,,290.0201,0.01082,,,
,,,,291.0201,0.01073,,,
,,,,292.0201,0.01064,,,
,,,,293.0201,0.01055,,,
,,,,294.0201,0.01046,,,
,,,,295.0201,0.01037,,,
,,,,296.0201,0.01028,,,
,,,,297.0201,0.01019,,,
,,,,298.0201,0.01011,,,
,,,,299.0201,0.01002,,,
,,,,300.0201,0.00993,,,
,,,,301.0201,0.00985,,,
,,,,302.0201,0.00976,,,
,,,,303.0201,0.00968,,,
,,,,304.0201,0.00959,,,
,,,,305.0201,0.00951,,,
,,,,306.0201,0.00942,,,
,,,,307.0201,0.00934,,,
,,,,308.0201,0.00926,,,
,,,,309.0201,0.00918,,,
,,,,310.0201,0.0091,,,
,,,,311.0201,0.00902,,,
,,,,312.0201,0.00894,,,
,,,,313.0201,0.00886,,,
,,,,314.0201,0.00878,,,
,,,,315.0201,0.0087,,,
,,,,316.0201,0.00862,,,
,,,,317.0201,0.00854,,,
,,,,318.0201,0.00847,,,
,,,,319.0201,0.00839,,,
,,,,320.0201,0.00831,,,
,,,,321.0201,0.00824,,,
,,,,322.0201,0.00816,,,
,,,,323.0201,0.00809,,,
,,,,324.0201,0.00802,,,
,,,,325.0201,0.00794,,,
,,,,326.0201,0.00787,,,
,,,,327.0201,0.0078,,,
,,,,328.0201,0.00773,,,
,,,,329.0201,0.00766,,,
,,,,330.0201,0.00758,,,
,,,,331.0201,0.00751,,,
,,,,332.0201,0.00744,,,
,,,,333.0201,0.00738,,,
,,,,334.0201,0.00731,,,
,,,,335.0201,0.00724,,,
,,,,336.0201,0.00717,,,
,,,,337.0201,0.0071,,,
,,,,338.0201,0.00704,,,
,,,,339.0201,0.00697,,,
,,,,340.0201,0.0069,,,
,,,,341.0201,0.00684,,,
,,,,342.0201,0.00677,,,
,,,,343.0201,0.00671,,,
,,,,344.0201,0.00665,,,
,,,,345.0201,0.00658,,,
,,,,346.0201,0.00652,,,
,,,,347.0201,0.00646,,,
,,,,348.0201,0.0064,,,
,,,,349.0201,0.00633,,,
,,,,350.0201,0.00627,,,
,,,,351.0201,0.00621,,,
,,,,352.0201,0.00615,,,
,,,,353.0201,0.00609,,,
,,,,354.0201,0.00603,,,
,,,,355.0201,0.00597,,,
,,,,356.0201,0.00592,,,
,,,,357.0201,0.00586,,,
,,,,358.0201,0.0058,,,
,,,,359.0201,0.00574,,,
,,,,360.0201,0.00569,,,
,,,,361.0201,0.00563,,,
,,,,362.0201,0.00557,,,
,,,,363.0201,0.00552,,,
,,,,364.0201,0.00546,,,
,,,,365.0201,0.00541,,,
,,,,366.0201,0.00536,,,
,,,,367.0201,0.0053,,,
,,,,368.0201,0.00525,,,
,,,,369.0201,0.0052,,,
,,,,370.0201,0.00515,,,
,,,,371.0201,0.00509,,,
,,,,372.0201,0.00504,,,
,,,,373.0201,0.00499,,,
,,,,374.0201,0.00494,,,
,,,,375.0201,0.00489,,,
,,,,376.0201,0.00484,,,
,,,,377.0201,0.00479,,,
,,,,378.0201,0.00474,,,
,,,,379.0201,0.00469,,,
,,,,380.0201,0.00465,,,
,,,,381.0201,0.0046,,,
,,,,382.0201,0.00455,,,
,,,,383.0201,0.0045,,,
,,,,384.0201,0.00446,,,
,,,,385.0201,0.00441,,,
,,,,386.0201,0.00437,,,
,,,,387.0201,0.00432,,,
,,,,388.0201,0.00428,,,
,,,,389.0201,0.00423,,,
,,,,390.0201,0.00419,,,
,,,,391.0201,0.00414,,,
,,,,392.0201,0.0041,,,
,,,,393.0201,0.00406,,,
,,,,394.0201,0.00401,,,
,,,,395.0201,0.00397,,,
,,,,396.0201,0.00393,,,
,,,,397.0201,0.00389,,,
,,,,398.0201,0.00385,,,
,,,,399.0201,0.00381,,,
,,,,400.0201,0.00376,,,
,,,,401.0201,0.00372,,,
,,,,402.0201,0.00368,,,
,,,,403.0201,0.00365,,,
,,,,404.0201,0.00361,,,
,,,,405.0201,0.00357,,,
,,,,406.0201,0.00353,,,
,,,,407.0201,0.00349,,,
,,,,408.0201,0.00345,,,
,,,,409.0201,0.00342,,,
,,,,410.0201,0.00338,,,
,,,,411.0201,0.00334,,,
,,,,412.0201,0.00331,,,
,,,,413.0201,0.00327,,,
,,,,414.0201,0.00323,,,
,,,,415.0201,0.0032,,,
,,,,416.0201,0.00316,,,
,,,,417.0201,0.00313,,,
,,,,418.0201,0.00309,,,
,,,,419.0201,0.00306,,,
,,,,420.0201,0.00303,,,
,,,,421.0201,0.00299,,,
,,,,422.0201,0.00296,,,
,,,,423.0201,0.00293,,,
,,,,424.0201,0.00289,,,
