Default Dataset,,Dataset 1,,Dataset 2,,Dataset 3,,Dataset 4,,Dataset 5,,Dataset 6,,Dataset 7,,Dataset 8,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
3.3627175576570147,0.0022653030000677143,,,,,,,,,,,,,,,,
2.933448110599125,0.002376449979749918,,,,,,,,,,,,,,,,
6.217192380009564,0.0019354218133638265,,,,,,,,,,,,,,,,
6.748099765270423,0.002072494150832311,,,,,,,,,,,,,,,,
7.630663065878003,0.0017347118302628185,,,,,,,,,,,,,,,,
8.747304776068518,0.0017706904495645385,,,,,,,,,,,,,,,,
7.841960921773975,0.0015442132722874834,,,,,,,,,,,,,,,,
5.886667603555522,0.0014031449126847705,,,,,,,,,,,,,,,,
5.9676138297429935,0.0014922735447675897,,,,,,,,,,,,,,,,
5.277398980409519,0.0016649328837582099,,,,,,,,,,,,,,,,
4.86219911805905,0.0017347118302628185,,,,,,,,,,,,,,,,
2.2630056929905975,0.0010818706383367072,,,,,,,,,,,,,,,,
5.135202009474363,0.0010818706383367072,,,,,,,,,,,,,,,,
7.527158818432847,0.0011043090694071451,,,,,,,,,,,,,,,,
7.735590576668296,0.0013014068123992618,,,,,,,,,,,,,,,,
7.030319929731518,0.001355950029864074,,,,,,,,,,,,,,,,
7.527158818432847,0.0014519824496707378,,,,,,,,,,,,,,,,
9.365484492996366,0.0012320800632934436,,,,,,,,,,,,,,,,
10.446717097035792,0.0012925320106742715,,,,,,,,,,,,,,,,
13.176807508674313,0.001346703276620288,,,,,,,,,,,,,,,,
16.39492262173109,0.0013014068123992618,,,,,,,,,,,,,,,,
23.384092589510992,0.0013746344428558694,,,,,,,,,,,,,,,,
23.066904832068488,0.0012749635567350698,,,,,,,,,,,,,,,,
27.17463384608712,0.0012070454562804686,,,,,,,,,,,,,,,,
26.083754667064348,0.0011043090694071451,,,,,,,,,,,,,,,,
33.81137797506585,0.0010744929395911276,,,,,,,,,,,,,,,,
32.900346698286256,0.0012153332890065245,,,,,,,,,,,,,,,,
31.57961857370257,0.0013014068123992618,,,,,,,,,,,,,,,,
26.806030226512455,0.0014619520722739515,,,,,,,,,,,,,,,,
27.17463384608712,0.0014224796510294917,,,,,,,,,,,,,,,,
26.083754667064348,0.0013746344428558694,,,,,,,,,,,,,,,,
27.92711653558134,0.0015336826784085533,,,,,,,,,,,,,,,,
20.122287178988458,0.0010242387175611843,,,,,,,,,,,,,,,,
11.494715338799054,0.0011825195268826657,,,,,,,,,,,,,,,,
10.590367525767723,0.0011272128825399678,,,,,,,,,,,,,,,,
9.624820644483135,0.0010242387175611843,,,,,,,,,,,,,,,,
8.98952314268946,0.0007951439616181265,,,,,,,,,,,,,,,,
5.423533474835629,0.0007789874493987522,,,,,,,,,,,,,,,,
5.728054183339423,0.0008228195582608093,,,,,,,,,,,,,,,,
4.4189018308587915,0.000893235190847537,,,,,,,,,,,,,,,,
6.656566830077341,0.0005166832331304417,,,,,,,,,,,,,,,,
6.934958888712742,0.00039296479133473097,,,,,,,,,,,,,,,,
7.94979394128128,0.000246759227894898,,,,,,,,,,,,,,,,
10.590367525767723,0.00029887040516711233,,,,,,,,,,,,,,,,
12.998073952607086,0.00028684831501349476,,,,,,,,,,,,,,,,
14.498684130092725,0.0002791034663702251,,,,,,,,,,,,,,,,
22.754019489743687,0.00044144204990242465,,,,,,,,,,,,,,,,
12.998073952607086,0.0007324610695550283,,,,,,,,,,,,,,,,
19.31451239010991,0.0006520253596641437,,,,,,,,,,,,,,,,
22.140923405848593,0.000757954939968407,,,,,,,,,,,,,,,,
20.39898416939027,0.0007951439616181265,,,,,,,,,,,,,,,,
42.64746666748446,0.001003427234163689,,,,,,,,,,,,,,,,
63.37208315318978,0.0008061007062175539,,,,,,,,,,,,,,,,
75.68390967266043,0.000670118426682788,,,,,,,,,,,,,,,,
83.2764005508929,0.0006215300199682084,,,,,,,,,,,,,,,,
98.10617026713031,0.0005273994506716374,,,,,,,,,,,,,,,,
102.20918303673018,0.0004958996014888825,,,,,,,,,,,,,,,,
90.38765807166178,0.0004759519933845977,,,,,,,,,,,,,,,,
114.00909592048835,0.0004475249330401966,,,,,,,,,,,,,,,,
114.00909592048835,0.0003983796785288179,,,,,,,,,,,,,,,,
118.77720352410384,0.0003619865398622478,,,,,,,,,,,,,,,,
138.0308858543215,0.00034981109584572074,,,,,,,,,,,,,,,,
151.8779274024655,0.00033345036993359136,,,,,,,,,,,,,,,,
