# ALESS 57.1
28.160238359913148 149758959.61970237 340466226400.2053 0.000439864362474727 0.0002307195964411878
41.28936717084724 109600165.08353013 499201563972.6368 0.0002195509249036282 0.00012253581055030597
29.53042029730263 126068919.3357328 357032161238.62616 0.00035310241771601444 0.0001984530147650795
63.41909349311207 212498783.7442549 766756984346.3597 0.0002771396779977225 8.472203584498417e-05
96.09145996456412 315892112.86507314 1161776272817.119 0.00027190442794901125 5.559616040713782e-05
#Limits:
#63.08713780911177 162553319.11421463 762743534686.6235 0.00021311661354297859
#37.87799431454356 162553319.11421463 457956982574.378 0.0003549532495397948
#33.24427839326663 162553319.11421463 401933885263.7568 0.00040442800439068234

