# Sigma_SFR     [CII]/FIR (% !!!!!!!)
0.001 2.02
0.001 0.42
0.002 0.42
0.002 0.17
0.003 0.17
0.003 0.11
0.010 0.11
0.010 0.09
0.019 0.09
0.019 0.11
0.23 0.11
0.23 0.14
0.13 0.14
0.13 0.17
0.23 0.17
0.23 0.14
0.80 0.14
0.80 0.22
0.43 0.22
0.43 0.34
0.23 0.34
0.23 0.53
0.12 0.53
0.12 0.66
0.068 0.66
0.068 0.83
0.036 0.83
0.036 1.03
0.006 1.03
0.006 1.28
0.003 1.28
0.003 1.61
0.002 1.61
0.002 2.02
