
# ALESS 49.1
#Data:
46.56248070201062 219836255.27761176 782779026585.4786 0.0002808407581339379 0.0001247768148216422
27.951641598757906 236774195.55720317 469905350236.14166 0.0005038763560325861 0.00023097668525485455
50.070462820625245 223079737.7026486 841753007066.932 0.00026501804665951187 0.00011536051265367744
145.55328791876568 348315470.72558445 2446949975937.3306 0.00014234678851256797 3.83144325212896e-05
45.81139591671841 268409823.77993432 770152263400.8271 0.0003485152696879629 0.00013039608443813085
#Limits:
#25.0728245179748 277079585.9367752 421508495123.6575 0.0006573523170760501
#28.423120342110494 277079585.9367752 477831553183.51483 0.000579868751008079
#13.766407780906007 277079585.9367752 231432155672.3038 0.001197238927891705
#17.66961799234745 277079585.9367752 297050461308.2125 0.0009327694180864577

